table,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D1_target,D2_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,374559,1.1832988262176514,2.954691171646118,7900,6169.214285714286,1.2805520499253202,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,111780,1.1348025798797607,3.104321241378784,8200,14459.528235294118,1.7633571018651364,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,178188,1.2225490808486938,2.789363145828247,7781,4154.6,1.8728638136041975,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,539857,1.2806941270828247,2.654690980911255,7905,8351.818009377665,1.0565234673469532,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,781264,1.0879476070404053,2.5626325607299805,8074,16616.057647058824,2.057970974369436,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,771184,1.167130708694458,2.5855629444122314,7914,10509.717647058824,1.3279906048848653,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,140785,1.3031423091888428,2.6899919509887695,7803,8287.533216783217,1.062095760192646,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,2505,1.2243211269378662,2.455249309539795,7946,8331.88348556814,1.0485632375494764,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,526089,1.0811984539031982,2.6229450702667236,7913,14612.44,1.8466371793251612,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,608072,1.2620729207992554,2.957862377166748,8263,6132.690476190476,1.3473694836027068,384,384
