sel,cell,type_label,method,paradigm,delta_pct
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,faiss_ivf,P2,4.164087838171523
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,gmm,P1,3.543143759094126
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,chao_weighted,P3,-7.84954455691989
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,hilbert_real,P2,-6.683808356989016
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,skilling_hilbert,P2,-6.149338536358688
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,ica_fastica,P4,-5.309488991705415
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,pca1d,P4,-1.839772500328965
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,zorder_morton,P2,-5.5130153143991
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,hyperloglog,P9,-6.481127066442926
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,cum_sqrtf,P5,-3.67451191030302
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,lavallee_hidiroglou,P5,-5.142977658416582
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,sparse_rp,P4,-6.928467684439054
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,rsvd,P4,-5.03494785804092
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,minibatch_partial,P1,-0.34957055542758264
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,rabitq_strat,P6,-2.5580100280642233
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,mhist2,P6,-4.52191737837708
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,faiss_ivf,P2,-2.819872229014289
0.001,A10-DEEP+WIKI-concat-sf1,Type 4b,gmm,P1,10.366038053294382
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,chao_weighted,P3,-7.501195513199038
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,hilbert_real,P2,-3.628532731403575
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,skilling_hilbert,P2,-3.4592282751599184
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,ica_fastica,P4,-6.954028729989093
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,pca1d,P4,-6.137685580053518
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,zorder_morton,P2,-4.632855074792088
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,hyperloglog,P9,-7.640040659262293
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,cum_sqrtf,P5,-2.959672552884636
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,lavallee_hidiroglou,P5,-3.017887583954921
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,sparse_rp,P4,-8.335962356161245
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,rsvd,P4,-4.1074624014555425
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,minibatch_partial,P1,510.62005281390685
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,rabitq_strat,P6,1.1635727538460776
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,mhist2,P6,-2.5133223440442665
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,faiss_ivf,P2,41.39700925827685
0.001,A10-DEEP+WIKI-concat-sf10,Type 4b,gmm,P1,31.481023493877995
0.001,A2-Fig9,Type 4b,chao_weighted,P3,-7.917933488080932
0.001,A2-Fig9,Type 4b,hilbert_real,P2,-4.216828463913449
0.001,A2-Fig9,Type 4b,skilling_hilbert,P2,-2.280810337256807
0.001,A2-Fig9,Type 4b,ica_fastica,P4,-7.75489529091309
0.001,A2-Fig9,Type 4b,pca1d,P4,-4.782842984000732
0.001,A2-Fig9,Type 4b,zorder_morton,P2,-4.009966344205939
0.001,A2-Fig9,Type 4b,hyperloglog,P9,-4.584766238821858
0.001,A2-Fig9,Type 4b,cum_sqrtf,P5,-7.14740823505368
0.001,A2-Fig9,Type 4b,lavallee_hidiroglou,P5,-5.974842239514214
0.001,A2-Fig9,Type 4b,sparse_rp,P4,-8.097396540505931
0.001,A2-Fig9,Type 4b,rsvd,P4,-3.9243292018356613
0.001,A2-Fig9,Type 4b,minibatch_partial,P1,-7.595195209778656
0.001,A2-Fig9,Type 4b,rabitq_strat,P6,-2.1149980125139285
0.001,A2-Fig9,Type 4b,mhist2,P6,1.2765675451531877
0.001,A2-Fig9,Type 4b,faiss_ivf,P2,-1.276085536771267
0.001,A2-Fig9,Type 4b,gmm,P1,-0.7308677051474802
0.01,A5-scale-sf1,Type 1,chao_weighted,P3,-3.6842211999737273
0.01,A5-scale-sf1,Type 1,hilbert_real,P2,-11.702315849189713
0.01,A5-scale-sf1,Type 1,skilling_hilbert,P2,-9.379476599291001
0.01,A5-scale-sf1,Type 1,ica_fastica,P4,-3.8244796919489232
0.01,A5-scale-sf1,Type 1,pca1d,P4,-9.991121868702864
0.01,A5-scale-sf1,Type 1,zorder_morton,P2,-7.996908179104821
0.01,A5-scale-sf1,Type 1,hyperloglog,P9,-7.696749636425669
0.01,A5-scale-sf1,Type 1,cum_sqrtf,P5,-8.958058711094754
0.01,A5-scale-sf1,Type 1,lavallee_hidiroglou,P5,-7.760293981829302
0.01,A5-scale-sf1,Type 1,sparse_rp,P4,-9.679533437219122
0.01,A5-scale-sf1,Type 1,rsvd,P4,-4.069390671005821
0.01,A5-scale-sf1,Type 1,minibatch_partial,P1,-0.07909226402154901
0.01,A5-scale-sf1,Type 1,rabitq_strat,P6,-5.680738772020527
0.01,A5-scale-sf1,Type 1,mhist2,P6,3.6187934256056002
0.01,A5-scale-sf1,Type 1,faiss_ivf,P2,-6.823493761463813
0.01,A5-scale-sf1,Type 1,gmm,P1,5.00852688452856
0.01,A5-scale-sf1-SIFT,Type 1,chao_weighted,P3,-4.511271971263815
0.01,A5-scale-sf1-SIFT,Type 1,hilbert_real,P2,-11.962255565468576
0.01,A5-scale-sf1-SIFT,Type 1,skilling_hilbert,P2,-8.210148937877852
0.01,A5-scale-sf1-SIFT,Type 1,ica_fastica,P4,-8.627460244629988
0.01,A5-scale-sf1-SIFT,Type 1,pca1d,P4,-10.194557774232353
0.01,A5-scale-sf1-SIFT,Type 1,zorder_morton,P2,-9.206097639324609
0.01,A5-scale-sf1-SIFT,Type 1,hyperloglog,P9,-3.3256440104826956
0.01,A5-scale-sf1-SIFT,Type 1,cum_sqrtf,P5,-4.110685357288731
0.01,A5-scale-sf1-SIFT,Type 1,lavallee_hidiroglou,P5,-4.031051329530456
0.01,A5-scale-sf1-SIFT,Type 1,sparse_rp,P4,-11.2836222707567
0.01,A5-scale-sf1-SIFT,Type 1,rsvd,P4,-2.516425845388954
0.01,A5-scale-sf1-SIFT,Type 1,minibatch_partial,P1,-3.8659705071262813
0.01,A5-scale-sf1-SIFT,Type 1,rabitq_strat,P6,-5.639051152853997
0.01,A5-scale-sf1-SIFT,Type 1,mhist2,P6,-0.32381913296341513
0.01,A5-scale-sf1-SIFT,Type 1,faiss_ivf,P2,1.2434552226728663
0.01,A5-scale-sf1-SIFT,Type 1,gmm,P1,10.397622354595553
0.01,A5-scale-sf1-SSN,Type 1,chao_weighted,P3,-4.514856551883763
0.01,A5-scale-sf1-SSN,Type 1,hilbert_real,P2,0.2939326986958715
0.01,A5-scale-sf1-SSN,Type 1,skilling_hilbert,P2,-6.830322263389384
0.01,A5-scale-sf1-SSN,Type 1,ica_fastica,P4,-2.977103108565868
0.01,A5-scale-sf1-SSN,Type 1,pca1d,P4,-9.452453516051083
0.01,A5-scale-sf1-SSN,Type 1,zorder_morton,P2,-9.621120060091929
0.01,A5-scale-sf1-SSN,Type 1,hyperloglog,P9,-10.496480955229696
0.01,A5-scale-sf1-SSN,Type 1,cum_sqrtf,P5,-9.108814203062726
0.01,A5-scale-sf1-SSN,Type 1,lavallee_hidiroglou,P5,-8.879282271234345
0.01,A5-scale-sf1-SSN,Type 1,sparse_rp,P4,-7.659785832258505
0.01,A5-scale-sf1-SSN,Type 1,rsvd,P4,-5.6572404012174555
0.01,A5-scale-sf1-SSN,Type 1,minibatch_partial,P1,-10.733670567926902
0.01,A5-scale-sf1-SSN,Type 1,rabitq_strat,P6,-7.654143491099676
0.01,A5-scale-sf1-SSN,Type 1,mhist2,P6,-4.72438054804887
0.01,A5-scale-sf1-SSN,Type 1,faiss_ivf,P2,-8.785548236973236
0.01,A5-scale-sf1-SSN,Type 1,gmm,P1,-6.907883064462389
0.01,A6-WIKI-sf1,Type 1,chao_weighted,P3,-6.621806323713388
0.01,A6-WIKI-sf1,Type 1,hilbert_real,P2,-10.277023904351495
0.01,A6-WIKI-sf1,Type 1,skilling_hilbert,P2,-10.991569290765657
0.01,A6-WIKI-sf1,Type 1,ica_fastica,P4,-12.10090556901377
0.01,A6-WIKI-sf1,Type 1,pca1d,P4,-5.93365875511773
0.01,A6-WIKI-sf1,Type 1,zorder_morton,P2,-6.125872271274877
0.01,A6-WIKI-sf1,Type 1,hyperloglog,P9,-8.153838485703126
0.01,A6-WIKI-sf1,Type 1,cum_sqrtf,P5,-7.990099914157094
0.01,A6-WIKI-sf1,Type 1,lavallee_hidiroglou,P5,-7.205559635833583
0.01,A6-WIKI-sf1,Type 1,sparse_rp,P4,-11.766253972931974
0.01,A6-WIKI-sf1,Type 1,rsvd,P4,-1.4826222205941637
0.01,A6-WIKI-sf1,Type 1,minibatch_partial,P1,-3.184814647448481
0.01,A6-WIKI-sf1,Type 1,rabitq_strat,P6,-4.359142570434038
0.01,A6-WIKI-sf1,Type 1,mhist2,P6,-4.987546785506318
0.01,A6-WIKI-sf1,Type 1,faiss_ivf,P2,-4.052892524148404
0.01,A6-WIKI-sf1,Type 1,gmm,P1,-0.5274186161407771
0.01,A7-YFCC-sf1,Type 1,chao_weighted,P3,-5.326066656654438
0.01,A7-YFCC-sf1,Type 1,hilbert_real,P2,-4.063186431853341
0.01,A7-YFCC-sf1,Type 1,skilling_hilbert,P2,-9.101607467100798
0.01,A7-YFCC-sf1,Type 1,ica_fastica,P4,-3.649493332329764
0.01,A7-YFCC-sf1,Type 1,pca1d,P4,-3.4857933109871437
0.01,A7-YFCC-sf1,Type 1,zorder_morton,P2,-7.850631075699701
0.01,A7-YFCC-sf1,Type 1,hyperloglog,P9,-6.360015522679391
0.01,A7-YFCC-sf1,Type 1,cum_sqrtf,P5,-9.894889631787395
0.01,A7-YFCC-sf1,Type 1,lavallee_hidiroglou,P5,-10.896251053442843
0.01,A7-YFCC-sf1,Type 1,sparse_rp,P4,-9.58327188452105
0.01,A7-YFCC-sf1,Type 1,rsvd,P4,-10.385662336384065
0.01,A7-YFCC-sf1,Type 1,minibatch_partial,P1,-2.3824307160986153
0.01,A7-YFCC-sf1,Type 1,rabitq_strat,P6,-11.03331045545102
0.01,A7-YFCC-sf1,Type 1,mhist2,P6,-7.793475844486475
0.01,A7-YFCC-sf1,Type 1,faiss_ivf,P2,7.353195893863926
0.01,A7-YFCC-sf1,Type 1,gmm,P1,-3.398251805270104
0.01,A5-scale-sf10,Type 2,chao_weighted,P3,-8.383697346297085
0.01,A5-scale-sf10,Type 2,hilbert_real,P2,-9.539972676168547
0.01,A5-scale-sf10,Type 2,skilling_hilbert,P2,-8.401340681792075
0.01,A5-scale-sf10,Type 2,ica_fastica,P4,-7.66024908689775
0.01,A5-scale-sf10,Type 2,pca1d,P4,-7.143077340309588
0.01,A5-scale-sf10,Type 2,zorder_morton,P2,-3.9706345125163303
0.01,A5-scale-sf10,Type 2,hyperloglog,P9,-10.744628596714417
0.01,A5-scale-sf10,Type 2,cum_sqrtf,P5,-7.608641863619065
0.01,A5-scale-sf10,Type 2,lavallee_hidiroglou,P5,-8.166844170139743
0.01,A5-scale-sf10,Type 2,sparse_rp,P4,-9.185414674479958
0.01,A5-scale-sf10,Type 2,rsvd,P4,-7.433706134514628
0.01,A5-scale-sf10,Type 2,minibatch_partial,P1,-6.9701332254601365
0.01,A5-scale-sf10,Type 2,rabitq_strat,P6,-1.1175729638568335
0.01,A5-scale-sf10,Type 2,mhist2,P6,-1.699676315950405
0.01,A5-scale-sf10,Type 2,faiss_ivf,P2,2.244335862208387
0.01,A5-scale-sf10,Type 2,gmm,P1,-1.8431523548423137
0.01,A5-scale-sf10-SIFT,Type 2,chao_weighted,P3,-10.64030205051249
0.01,A5-scale-sf10-SIFT,Type 2,hilbert_real,P2,-5.876683261248759
0.01,A5-scale-sf10-SIFT,Type 2,skilling_hilbert,P2,-9.91811486382157
0.01,A5-scale-sf10-SIFT,Type 2,ica_fastica,P4,-1.0484573302643838
0.01,A5-scale-sf10-SIFT,Type 2,pca1d,P4,-6.375550528343372
0.01,A5-scale-sf10-SIFT,Type 2,zorder_morton,P2,-10.410767689754978
0.01,A5-scale-sf10-SIFT,Type 2,hyperloglog,P9,-4.684292957964546
0.01,A5-scale-sf10-SIFT,Type 2,cum_sqrtf,P5,-6.9436842587412455
0.01,A5-scale-sf10-SIFT,Type 2,lavallee_hidiroglou,P5,-3.9485386198242316
0.01,A5-scale-sf10-SIFT,Type 2,sparse_rp,P4,-10.918232829451421
0.01,A5-scale-sf10-SIFT,Type 2,rsvd,P4,-0.9670708694981254
0.01,A5-scale-sf10-SIFT,Type 2,minibatch_partial,P1,6.632504068160761
0.01,A5-scale-sf10-SIFT,Type 2,rabitq_strat,P6,0.5848075801435311
0.01,A5-scale-sf10-SIFT,Type 2,mhist2,P6,-2.6412181198815023
0.01,A5-scale-sf10-SIFT,Type 2,faiss_ivf,P2,-5.9872100680754174
0.01,A5-scale-sf10-SIFT,Type 2,gmm,P1,9.320391990061953
0.01,A5-scale-sf10-SSN,Type 2,chao_weighted,P3,-8.984236390606336
0.01,A5-scale-sf10-SSN,Type 2,hilbert_real,P2,-8.053659437285464
0.01,A5-scale-sf10-SSN,Type 2,skilling_hilbert,P2,-7.476256888950071
0.01,A5-scale-sf10-SSN,Type 2,ica_fastica,P4,-3.3271270323549613
0.01,A5-scale-sf10-SSN,Type 2,pca1d,P4,-8.734053622388855
0.01,A5-scale-sf10-SSN,Type 2,zorder_morton,P2,-5.290145047073556
0.01,A5-scale-sf10-SSN,Type 2,hyperloglog,P9,-7.796810299107531
0.01,A5-scale-sf10-SSN,Type 2,cum_sqrtf,P5,-7.515947015435065
0.01,A5-scale-sf10-SSN,Type 2,lavallee_hidiroglou,P5,-7.326007655874079
0.01,A5-scale-sf10-SSN,Type 2,sparse_rp,P4,-3.5564612371994135
0.01,A5-scale-sf10-SSN,Type 2,rsvd,P4,-7.710575373350444
0.01,A5-scale-sf10-SSN,Type 2,minibatch_partial,P1,-6.390393751883165
0.01,A5-scale-sf10-SSN,Type 2,rabitq_strat,P6,-6.988812652115634
0.01,A5-scale-sf10-SSN,Type 2,mhist2,P6,-7.581736254466408
0.01,A5-scale-sf10-SSN,Type 2,faiss_ivf,P2,-9.41560775106054
0.01,A5-scale-sf10-SSN,Type 2,gmm,P1,-7.759726717249805
0.01,A6-WIKI-sf10,Type 2,chao_weighted,P3,-7.330099331539979
0.01,A6-WIKI-sf10,Type 2,hilbert_real,P2,-6.853424656783015
0.01,A6-WIKI-sf10,Type 2,skilling_hilbert,P2,-3.616448982966138
0.01,A6-WIKI-sf10,Type 2,ica_fastica,P4,-3.9242942189349903
0.01,A6-WIKI-sf10,Type 2,pca1d,P4,-7.256697157783973
0.01,A6-WIKI-sf10,Type 2,zorder_morton,P2,-3.0410454327750656
0.01,A6-WIKI-sf10,Type 2,hyperloglog,P9,-4.512415819386581
0.01,A6-WIKI-sf10,Type 2,cum_sqrtf,P5,-2.769828041533445
0.01,A6-WIKI-sf10,Type 2,lavallee_hidiroglou,P5,-3.1957350455355273
0.01,A6-WIKI-sf10,Type 2,sparse_rp,P4,-4.518371156924163
0.01,A6-WIKI-sf10,Type 2,rsvd,P4,5.046002002750065
0.01,A6-WIKI-sf10,Type 2,minibatch_partial,P1,17.857153573199316
0.01,A6-WIKI-sf10,Type 2,rabitq_strat,P6,1.8445814266827774
0.01,A6-WIKI-sf10,Type 2,mhist2,P6,-5.083054852152031
0.01,A6-WIKI-sf10,Type 2,faiss_ivf,P2,18.257384460648893
0.01,A6-WIKI-sf10,Type 2,gmm,P1,21.558858088354665
0.01,A1-DEEP,Type 3,chao_weighted,P3,-9.827759941354211
0.01,A1-DEEP,Type 3,hilbert_real,P2,-8.518756192794736
0.01,A1-DEEP,Type 3,skilling_hilbert,P2,-11.403636218531354
0.01,A1-DEEP,Type 3,ica_fastica,P4,-8.512651305729026
0.01,A1-DEEP,Type 3,pca1d,P4,-8.025979095557682
0.01,A1-DEEP,Type 3,zorder_morton,P2,-1.2928704532449344
0.01,A1-DEEP,Type 3,hyperloglog,P9,-10.171315655859914
0.01,A1-DEEP,Type 3,cum_sqrtf,P5,-7.50915539656488
0.01,A1-DEEP,Type 3,lavallee_hidiroglou,P5,-6.912322749939511
0.01,A1-DEEP,Type 3,sparse_rp,P4,-7.7801118456111364
0.01,A1-DEEP,Type 3,rsvd,P4,-10.440146733663969
0.01,A1-DEEP,Type 3,minibatch_partial,P1,-11.814493577068138
0.01,A1-DEEP,Type 3,rabitq_strat,P6,-3.877618105372997
0.01,A1-DEEP,Type 3,mhist2,P6,-0.7693145973656998
0.01,A1-DEEP,Type 3,faiss_ivf,P2,0.8710748495514975
0.01,A1-DEEP,Type 3,gmm,P1,-0.28260877188350864
0.01,A1-SIFT,Type 3,chao_weighted,P3,-6.71007755586614
0.01,A1-SIFT,Type 3,hilbert_real,P2,-6.601134232497685
0.01,A1-SIFT,Type 3,skilling_hilbert,P2,-4.654123531753028
0.01,A1-SIFT,Type 3,ica_fastica,P4,-7.850620013453392
0.01,A1-SIFT,Type 3,pca1d,P4,-4.631254402930491
0.01,A1-SIFT,Type 3,zorder_morton,P2,-12.364978276536384
0.01,A1-SIFT,Type 3,hyperloglog,P9,-4.706007527565528
0.01,A1-SIFT,Type 3,cum_sqrtf,P5,-9.667086538486824
0.01,A1-SIFT,Type 3,lavallee_hidiroglou,P5,-8.55870131051603
0.01,A1-SIFT,Type 3,sparse_rp,P4,-7.500051189399644
0.01,A1-SIFT,Type 3,rsvd,P4,-2.1014897830545745
0.01,A1-SIFT,Type 3,minibatch_partial,P1,-9.053451140314362
0.01,A1-SIFT,Type 3,rabitq_strat,P6,4.416395015666213
0.01,A1-SIFT,Type 3,mhist2,P6,-9.358910484199217
0.01,A1-SIFT,Type 3,faiss_ivf,P2,-3.8412711274766833
0.01,A1-SIFT,Type 3,gmm,P1,7.107550403926896
0.01,A1-SSN,Type 3,chao_weighted,P3,-6.144366567558326
0.01,A1-SSN,Type 3,hilbert_real,P2,-8.453921861211235
0.01,A1-SSN,Type 3,skilling_hilbert,P2,-6.944247227102338
0.01,A1-SSN,Type 3,ica_fastica,P4,-5.707738338480539
0.01,A1-SSN,Type 3,pca1d,P4,-7.097360402261385
0.01,A1-SSN,Type 3,zorder_morton,P2,-3.255267173470711
0.01,A1-SSN,Type 3,hyperloglog,P9,-2.0000132670009734
0.01,A1-SSN,Type 3,cum_sqrtf,P5,-1.2149488494213565
0.01,A1-SSN,Type 3,lavallee_hidiroglou,P5,-5.073800660484697
0.01,A1-SSN,Type 3,sparse_rp,P4,-3.3202039054724564
0.01,A1-SSN,Type 3,rsvd,P4,-3.233558455405524
0.01,A1-SSN,Type 3,minibatch_partial,P1,-4.293635149965864
0.01,A1-SSN,Type 3,rabitq_strat,P6,-4.439549750368024
0.01,A1-SSN,Type 3,mhist2,P6,-1.0944472669802299
0.01,A1-SSN,Type 3,faiss_ivf,P2,-2.2905981309240486
0.01,A1-SSN,Type 3,gmm,P1,11.426269402539928
0.01,A5-scale-sf100,Type 3,chao_weighted,P3,-9.827759941354211
0.01,A5-scale-sf100,Type 3,hilbert_real,P2,-8.518756192794736
0.01,A5-scale-sf100,Type 3,skilling_hilbert,P2,-11.403636218531354
0.01,A5-scale-sf100,Type 3,ica_fastica,P4,-8.512651305729026
0.01,A5-scale-sf100,Type 3,pca1d,P4,-8.025979095557682
0.01,A5-scale-sf100,Type 3,zorder_morton,P2,-1.2928704532449344
0.01,A5-scale-sf100,Type 3,hyperloglog,P9,-10.171315655859914
0.01,A5-scale-sf100,Type 3,cum_sqrtf,P5,-7.50915539656488
0.01,A5-scale-sf100,Type 3,lavallee_hidiroglou,P5,-6.912322749939511
0.01,A5-scale-sf100,Type 3,sparse_rp,P4,-7.7801118456111364
0.01,A5-scale-sf100,Type 3,rsvd,P4,-10.440146733663969
0.01,A5-scale-sf100,Type 3,minibatch_partial,P1,-11.814493577068138
0.01,A5-scale-sf100,Type 3,rabitq_strat,P6,-3.877618105372997
0.01,A5-scale-sf100,Type 3,mhist2,P6,-0.7693145973656998
0.01,A5-scale-sf100,Type 3,faiss_ivf,P2,0.8710748495514975
0.01,A5-scale-sf100,Type 3,gmm,P1,-6.241054449150516
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,chao_weighted,P3,-3.0428452373211305
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,hilbert_real,P2,-7.0157492584846795
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,skilling_hilbert,P2,-8.824462813880299
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,ica_fastica,P4,-1.873019745480616
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,pca1d,P4,-3.3840957455439815
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,zorder_morton,P2,-4.446260200086333
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,hyperloglog,P9,-10.299229628198214
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,cum_sqrtf,P5,-10.791395172576038
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,lavallee_hidiroglou,P5,-7.256018448758724
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,sparse_rp,P4,-11.152564072931808
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,rsvd,P4,-7.07375440341864
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,minibatch_partial,P1,-3.809556219963897
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,rabitq_strat,P6,-8.274057526273747
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,mhist2,P6,-2.4891042830554855
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,faiss_ivf,P2,-4.422722858281027
0.01,A11-DEEP+YFCC-concat-sf1,Type 4a,gmm,P1,3.3362730460430194
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,chao_weighted,P3,-9.375723835474307
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,hilbert_real,P2,-6.337897336880025
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,skilling_hilbert,P2,-10.490734106570848
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,ica_fastica,P4,-8.87123187604384
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,pca1d,P4,-7.0524164471375155
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,zorder_morton,P2,-10.131698622419508
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,hyperloglog,P9,-7.574140017249553
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,cum_sqrtf,P5,-10.585830553159346
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,lavallee_hidiroglou,P5,-9.530079652715786
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,sparse_rp,P4,-9.212029682974858
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,rsvd,P4,1.3324745633065702
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,minibatch_partial,P1,4.188430597848966
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,rabitq_strat,P6,0.4118074427451829
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,mhist2,P6,-2.2945590766931216
0.01,A11-DEEP+YFCC-concat-sf10,Type 4a,faiss_ivf,P2,-0.6839792790538294
