table_pair,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D_deep_target,D_wiki_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,209329,482.88226318359375,2.5807759761810303,8109,6185.529411764706,1.3109629685984365,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,766585,549.4696044921875,2.9337518215179443,8436,10441.905982905984,1.2377792772529617,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,488782,455.7926025390625,3.0121567249298096,7991,6215.6923076923085,1.2856170486609573,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,374559,471.97265625,2.954691171646118,8106,2060.5,3.9339966027663187,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,111780,481.65673828125,3.104321241378784,8063,8440.193891402716,1.0467808373313552,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,178188,590.5484619140625,2.789363145828247,8233,12443.128205128207,1.5113723071940006,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,539857,558.6079711914062,2.654690980911255,8180,12512.397596555493,1.529632958014119,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,781264,525.383056640625,2.5626325607299805,7890,6197.127619047619,1.273170488816324,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,771184,577.2371215820312,2.5855629444122314,8248,4225.239316239316,1.952078777715519,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,140785,497.9326477050781,2.6899919509887695,7619,6222.908823529411,1.2243470402767007,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,2505,458.19384765625,2.455249309539795,7962,6276.0,1.268642447418738,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,526089,578.9044799804688,2.6229450702667236,8232,8542.285067873303,1.0376925495472915,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,608072,571.7614135742188,2.957862377166748,8242,12425.135238095238,1.507538854415826,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,224837,477.940673828125,3.115856409072876,8087,4171.145748987854,1.9387958337256244,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,386133,566.1602172851562,2.7471389770507812,7969,14522.13835978836,1.8223288191477425,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,487850,561.3308715820312,2.3273634910583496,8122,2123.777777777778,3.8243172543685255,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,340195,483.9326477050781,2.8599026203155518,7720,10306.529411764706,1.335042669917708,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,122774,472.743896484375,2.306730031967163,7782,4100.84520123839,1.8976575847461787,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,690833,532.3489379882812,3.103199005126953,8140,12544.222222222223,1.5410592410592412,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,686759,464.8583679199219,3.090532064437866,8112,8342.538461538461,1.0284194355939917,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,154430,483.2142333984375,2.479921579360962,7848,6248.2,1.2560417400211261,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,630926,478.9911193847656,3.065295457839966,7998,4212.534210526315,1.8986195957802625,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,255248,567.5432739257812,2.471759796142578,8028,8372.71794871795,1.0429394554955094,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,48107,492.43731689453125,2.8765604496002197,8344,10583.835794236722,1.2684366963370952,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,717611,497.1119689941406,2.2551217079162598,8087,14566.905982905984,1.8012743888841332,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,559097,543.9766845703125,3.0143213272094727,8448,8346.683760683762,1.012138502214913,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,527854,595.359375,2.7587831020355225,8076,12593.848743848745,1.5594166349490768,384,384
